productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
2,1,1580.2501593833126,25,1,12,3,0
0,0,1683.4726698206794,24,1,10,3,0
0,3,2261.474082231093,20,0,5,2,0
0,4,1305.8138867469252,58,0,16,4,1
0,1,714.7709665699352,36,0,11,4,1
4,4,1161.7290409554505,37,1,10,4,1
0,4,2434.016728932085,64,0,11,4,1
3,4,1977.3628898896827,18,0,13,2,0
4,2,2488.900994903343,56,0,9,2,0
2,3,1764.185073829954,53,0,5,1,0
2,3,368.27500824373874,66,1,13,2,1
2,3,1954.7777421739884,38,0,13,4,1
3,0,1625.4718247973856,46,1,4,4,1
3,4,2313.984117790335,60,1,4,3,1
1,4,772.2573183728941,25,1,18,3,0
2,0,374.0205763617963,43,1,6,2,1
1,4,1838.3950013869696,27,1,17,2,0
3,2,878.1707106381366,58,1,15,3,1
1,0,1552.2372863920004,21,0,16,3,0
3,4,2416.5830985969883,27,1,10,5,1
3,1,2014.20758306172,67,0,8,3,0
1,0,1876.873216481641,62,0,1,1,0
0,4,280.15881071878187,52,0,14,5,1
2,4,2852.8569118010646,68,1,12,3,1
0,4,2172.769029869753,29,0,9,4,0
3,0,2337.9470576731874,68,0,12,3,0
3,0,2808.4485414139326,35,0,9,2,0
4,4,1279.8359191792931,36,0,13,3,0
3,3,172.14715071479506,62,1,4,2,1
0,3,1612.793958455561,23,1,15,5,1
3,4,965.5092670869908,48,1,7,5,1
2,4,1534.899888405382,32,0,11,5,1
0,0,2890.416141641973,40,0,19,2,0
0,2,2067.634897858526,25,0,17,3,0
2,2,1629.0651763487097,42,1,19,3,1
1,0,898.0313452861568,31,0,8,4,1
2,1,2102.7858841323205,24,0,1,3,0
2,3,1181.520517728041,63,1,2,3,1
1,2,872.8609382572116,65,1,19,2,1
2,3,1458.5294344537797,18,0,4,3,0
1,4,2573.4286336097693,67,0,9,3,0
0,4,666.0670116277553,58,0,1,2,0
4,3,1814.7665889828847,38,1,9,5,1
4,4,1833.8131594473944,32,1,2,4,1
2,3,1835.8567576425503,53,1,19,1,1
3,1,2202.932677914483,37,0,7,3,0
3,0,843.0782908001163,51,0,2,2,0
0,3,2330.6542948197107,52,0,1,4,1
2,0,1458.5986570801454,27,0,3,3,0
0,0,954.3282607921964,19,1,11,5,1
1,2,1560.5042467395244,69,1,13,2,1
1,3,132.843222635282,36,1,2,4,1
4,3,1743.5155792299208,44,0,7,5,1
4,0,1600.8895734968298,47,0,2,2,0
1,4,2072.3727262774155,19,0,8,5,0
3,4,781.2709166408569,54,0,13,3,0
4,1,207.3019366248726,21,1,4,3,0
4,2,2180.468636144822,51,1,14,1,1
3,1,2214.6430869464343,54,0,17,1,0
2,0,2314.989871802536,50,0,16,3,0
4,0,389.51231286391743,50,0,13,5,1
4,4,202.94301467978795,24,1,12,1,0
2,0,2259.8815242806127,52,1,5,4,1
0,3,1748.351193893921,47,1,13,5,1
0,0,288.87403266842887,43,1,1,4,1
2,4,2453.267360331824,56,1,1,4,1
0,1,685.7661014207422,22,1,7,1,0
0,4,356.92106970159773,24,1,5,2,0
2,1,767.7651126659268,50,1,11,4,1
3,3,1942.6735716490844,38,1,1,5,1
3,4,787.2122278062743,68,1,4,4,1
2,4,365.9315513408727,67,1,19,5,1
0,1,229.749754286718,28,0,12,3,0
1,1,540.5351333290216,21,1,16,1,0
3,3,1668.9529926588373,33,0,12,1,0
3,0,2187.030360448713,44,0,6,2,0
2,1,1002.5417580002847,67,1,5,3,1
2,4,2197.2281716164825,27,1,9,2,0
2,1,2907.398436317717,22,1,17,2,0
1,3,1002.6876823048874,65,1,10,2,1
1,1,878.1559229311005,28,1,3,5,1
4,3,214.8266234278976,44,1,14,5,1
3,4,2209.313807342161,47,1,1,5,1
2,0,1112.730272924669,67,1,13,4,1
1,3,1030.823716284745,41,0,18,5,1
4,3,1386.023742696378,34,1,6,5,1
3,2,1539.9096849372286,24,0,3,3,0
1,2,1350.717528164211,38,0,6,2,0
0,1,1854.7489542512676,56,1,12,3,1
4,1,1890.3241726307415,45,1,5,5,1
4,3,1318.410281764299,47,0,14,3,0
2,1,2349.625251496673,54,1,5,2,1
4,0,1943.0404124501476,39,0,16,2,0
0,2,323.2916946505462,51,1,6,5,1
3,2,1066.4340755339003,33,0,9,2,0
0,0,137.81120312450057,53,0,13,3,0
2,3,1666.058458431302,35,1,14,5,1
1,1,1065.050650049459,26,1,18,5,1
2,0,793.190784427438,24,1,3,1,0
1,1,1106.0762707061876,68,1,6,2,1
2,3,2156.644188904008,23,0,5,2,0
3,3,2388.056921650423,30,1,17,1,0
3,0,1846.712973239636,66,1,13,4,1
1,2,288.5156872719864,28,0,3,1,0
1,3,1902.5891695612145,29,1,11,2,0
2,2,645.2241580104616,24,1,17,4,1
4,3,1429.554680753478,58,0,3,5,1
2,1,826.3096946546794,63,0,7,5,1
1,0,491.6300797566106,64,1,4,3,1
4,4,1102.804070655642,66,0,2,4,1
4,4,2152.166241450571,30,1,6,3,0
4,1,2063.84882670592,66,0,6,3,0
3,1,1606.0501652671687,59,1,7,3,1
4,4,1263.0260015298477,48,0,13,1,0
0,3,1155.725863788964,20,1,7,1,0
1,0,1170.0655073902535,54,1,14,4,1
1,2,2397.298701077329,54,0,12,2,0
4,3,952.5995933785384,36,1,18,4,1
1,0,1637.861730814018,29,0,14,1,0
0,1,641.1739239700261,20,1,1,4,1
1,2,1134.9576744078458,44,1,16,1,1
4,3,2153.928633832369,61,1,1,4,1
0,0,2404.7859148245707,19,0,4,5,0
0,2,803.4001021747578,45,0,17,4,1
1,0,2377.4794243056344,46,1,19,2,1
4,3,1970.7480292415207,23,1,12,4,1
3,3,803.7689368689123,36,0,11,2,0
2,4,2858.526312843331,66,1,8,4,1
0,1,709.3851067578186,46,1,17,1,1
4,3,1636.2895529733444,61,1,6,3,1
3,2,251.02080523959236,20,0,15,3,0
1,1,2354.459958930492,46,0,12,5,1
3,3,371.4734856707006,30,0,7,4,0
0,2,987.1093933590296,63,0,2,4,1
2,1,2710.0362007262133,33,1,2,2,1
1,2,579.9984537221799,55,1,18,2,1
0,3,300.1300414207095,20,0,15,1,0
0,2,323.209700136834,41,0,1,3,0
4,1,2294.275792425658,49,1,16,4,1
4,3,214.5674719160034,40,0,13,4,1
0,2,2289.987632788481,19,0,4,1,0
3,0,1896.6453372019848,28,1,18,1,0
4,2,332.51129972220195,63,0,3,3,0
0,1,2944.443783199641,35,0,6,4,1
0,2,2448.873904657574,68,0,8,2,0
0,0,1494.7965077132098,53,1,7,2,1
1,4,385.2111802901599,66,1,11,5,1
4,0,2690.901691431024,42,1,7,5,1
3,0,514.8166762910048,28,0,7,4,0
4,2,1305.5741958557494,22,1,7,2,0
2,3,2528.17334216893,24,0,5,2,0
4,0,667.1561451029637,29,1,17,1,0
3,2,2212.8910076136367,28,0,1,4,0
3,1,1025.9025436964328,48,0,11,1,0
3,0,1238.9052201173463,65,1,13,4,1
1,3,1280.048756616012,69,1,13,1,1
4,2,796.2448980458495,44,1,7,2,1
2,1,1368.67123161323,50,1,8,4,1
3,4,2576.001443919193,42,1,9,5,1
4,4,2606.4934986020244,63,0,15,4,1
0,0,1214.3016365917329,64,1,10,4,1
3,3,366.8742883076205,20,0,3,1,0
0,1,1056.772392358197,40,1,13,1,1
1,0,182.8010592060152,18,0,18,2,0
4,3,2492.921541742612,47,1,6,3,1
4,4,1821.8467333122792,67,0,12,2,0
3,1,786.1186224563272,28,1,12,4,1
0,2,2721.669978640482,35,0,10,3,0
3,2,2392.4758478962326,32,1,12,2,1
4,3,1127.6986260619194,32,0,14,2,0
1,0,2407.399332406253,61,1,7,4,1
2,3,283.3718166692833,35,1,1,4,1
4,2,2305.0961567557083,25,1,12,2,0
3,3,941.5790273738832,68,1,7,4,1
0,2,1784.0612083344586,60,0,12,2,0
1,4,1352.742835520286,27,1,6,2,0
1,2,981.6799558418372,38,1,2,2,1
4,2,2866.09074876992,33,0,17,4,1
1,3,1124.305611106232,29,1,2,5,1
0,4,1124.2784798039593,53,0,13,2,0
4,0,2068.458092069028,64,1,1,1,1
0,3,1601.8652544405504,61,0,7,5,1
2,4,2308.616362921644,23,0,9,4,0
4,2,840.3407985333893,43,1,8,2,1
3,0,2553.4868151428045,68,1,9,1,1
1,2,568.2394410792864,35,1,9,1,1
2,0,112.12702628492102,64,1,12,5,1
1,2,986.7747585553344,29,0,7,1,0
4,0,246.5829729819928,62,0,5,4,1
3,2,1390.3953982029998,45,0,7,4,1
3,0,632.9525200207645,46,1,11,5,1
4,2,2548.5015263226146,54,0,2,1,0
4,1,1398.9688925029916,62,1,1,5,1
3,0,1214.940805430752,53,0,19,1,0
4,4,2296.3425463507897,22,1,10,4,1
2,4,2047.9550470502409,51,1,3,2,1
0,2,659.3443862709302,54,0,17,2,0
4,1,1998.1007182728663,48,1,3,1,1
4,3,1691.1271240429016,33,0,18,3,0
2,0,490.0135730012349,19,1,14,2,0
4,2,2580.5201243296,36,0,11,2,0
1,0,1201.612359794227,61,0,10,5,1
3,2,2854.4355161021226,48,1,14,5,1
4,4,1270.8250018386157,28,0,11,1,0
2,3,2972.695796532355,19,0,10,5,0
2,1,1735.0622212747328,43,1,19,2,1
4,0,924.890278363102,69,0,9,1,0
3,2,2934.149683345252,26,1,18,4,1
3,3,1770.5720460435884,61,0,6,5,1
1,4,2819.383064005986,27,0,10,4,0
0,3,1111.9463463281938,20,0,8,2,0
4,2,1803.921794885179,21,1,4,2,0
2,2,1354.0310356377645,69,0,6,4,1
2,1,1330.2275843861116,31,0,5,4,1
3,1,2450.376731274491,43,1,13,4,1
0,1,409.69830109467046,50,0,12,4,1
2,3,806.2414370614713,59,1,5,2,1
2,0,292.82804425286065,35,0,10,1,0
0,4,1120.9183122634197,54,0,16,2,0
2,2,2558.4505747974176,34,0,11,1,0
3,1,1174.9467024957378,34,1,4,5,1
1,3,2935.65707087491,60,1,1,1,1
1,0,2662.062723381688,34,0,8,1,0
2,3,819.0451367992036,33,1,15,3,1
0,1,205.7301821375977,27,0,19,4,0
3,2,2924.919041690787,36,0,4,4,1
4,1,749.8216025027178,45,1,2,1,1
0,0,2882.10893235116,69,0,13,1,0
3,3,1493.5192707980254,41,1,11,1,1
1,3,1319.1966179378928,62,0,6,5,1
0,0,502.82996877902576,44,0,13,5,1
0,3,2423.639881655313,60,0,1,1,0
3,0,2231.829580513937,38,1,16,1,1
0,1,2338.171702044568,34,1,10,3,1
3,3,1145.3454020528998,46,0,17,1,0
4,2,904.9359204366016,45,1,4,1,1
1,2,2999.852253399973,35,0,5,3,0
2,0,439.06515103357617,31,0,15,1,0
0,1,2011.424729047424,56,1,18,3,1
2,0,259.97789696958114,50,1,14,2,1
4,1,1923.998368392436,26,0,6,3,0
2,0,1269.145112822649,63,0,5,3,0
4,2,562.3244941155717,32,1,4,4,1
1,3,1532.4681844897073,68,1,11,1,1
1,3,686.3849674886247,23,0,17,1,0
0,0,2858.3918144764693,18,1,6,4,1
2,4,844.1573450605048,69,1,13,2,1
1,4,421.1312663132943,18,0,2,4,0
2,1,2755.3158401916294,31,0,19,4,1
1,1,1862.91862734976,20,1,4,3,0
2,0,651.6327280067817,50,1,8,4,1
4,1,1436.5264981714463,27,1,4,1,0
4,1,830.1910979131984,50,1,11,2,1
2,2,2113.248489431171,42,1,13,3,1
4,1,679.4926147094461,63,1,4,1,1
1,2,2411.0876169449634,60,0,18,2,0
4,0,1084.5777952049962,38,0,16,1,0
0,0,2307.402423483988,29,0,1,1,0
2,1,351.4348397933653,28,1,9,3,0
2,1,1772.22216508302,62,1,5,1,1
3,1,478.6144976645707,38,0,2,3,0
2,2,798.4449387094277,32,0,9,5,1
4,2,1089.2486367537683,69,0,18,2,0
4,3,250.41150998561565,24,1,3,2,0
2,0,645.118697997834,29,0,17,4,0
3,4,1752.4853658531938,44,1,2,1,1
2,4,1078.8123908349123,54,0,18,3,0
2,0,604.3506917397449,37,1,7,5,1
1,2,2002.9076629819588,22,0,8,3,0
1,3,1098.4708018701751,19,0,13,4,0
4,1,300.3962157324562,21,0,5,2,0
2,2,1805.7439383088613,28,0,14,2,0
4,1,1697.136754023254,61,1,15,2,1
2,2,297.2524811014809,19,0,18,4,0
2,3,1283.874461314394,36,1,15,3,1
2,0,424.3474201952421,35,0,7,3,0
3,0,1758.7343196727013,40,1,18,2,1
1,2,1454.3161895212766,23,0,8,2,0
0,3,960.3929766198085,34,1,4,2,1
0,0,1436.9198234658786,57,0,9,5,1
4,4,2287.372680394185,34,0,5,1,0
4,1,123.07997323850458,36,0,14,3,0
1,0,283.07407563088896,67,1,3,4,1
3,3,2575.374951353147,59,1,15,1,1
4,0,1172.8808030024068,24,0,12,1,0
2,4,284.2448929922178,21,0,15,1,0
2,4,1028.7668319404347,26,1,14,1,0
2,2,2352.98975114069,29,1,3,2,0
1,3,1117.15057094108,24,1,5,4,1
1,0,198.12182897625985,30,0,19,2,0
3,0,220.05151464622583,67,0,3,4,1
2,2,1965.635638656405,39,1,1,1,1
2,4,1801.1741542162429,48,1,17,2,1
1,3,212.92889723735408,31,0,9,4,1
3,0,2266.8419414020927,57,0,7,1,0
1,3,621.8032591350516,30,1,10,2,0
2,0,123.67306949649542,57,0,4,1,0
4,4,1711.9270033229295,45,0,6,4,1
1,3,2381.475674770376,21,1,7,4,1
2,0,2547.80215413383,61,0,17,2,0
2,1,1759.141259697284,31,1,17,1,1
1,2,2530.4388198165734,21,0,15,2,0
4,3,1964.4959561114724,30,0,17,5,0
4,2,2803.4185805485627,28,1,4,5,1
3,0,237.46044480884507,31,1,16,5,1
3,4,1140.1251766724602,18,0,5,5,0
2,3,516.9463964824735,45,1,7,5,1
1,1,1389.6774755533097,52,0,8,5,1
4,2,712.0776942241499,62,0,12,5,1
1,0,193.7530647385741,59,1,17,5,1
4,0,2236.4279462052414,51,1,16,5,1
3,0,2730.760226609173,42,1,14,3,1
4,4,2439.605269306376,40,1,17,2,1
3,3,2447.714908414703,43,1,6,3,1
2,1,1588.15041941206,30,0,19,4,0
1,1,164.76081814951078,24,1,1,2,0
2,2,2152.357909090481,19,0,6,2,0
1,2,1651.1113396399496,39,1,3,2,1
3,1,2978.5630537236366,44,0,9,4,1
2,2,526.5086665576223,35,1,8,5,1
4,3,2884.787099182079,23,1,17,1,0
3,4,1235.046086661784,23,0,12,3,0
2,3,931.2428146362718,41,1,15,4,1
2,1,1303.5869265273236,69,1,9,4,1
4,3,2011.6104043839075,68,1,12,4,1
2,4,2149.7022776718127,50,0,12,1,0
4,1,2682.011104338215,39,0,3,1,0
0,3,2772.988497818644,59,0,18,3,0
0,4,395.61830544836,37,1,13,1,1
0,2,873.9139963833653,55,1,14,5,1
0,4,593.6987743480283,64,0,17,4,1
3,1,2803.946172768644,68,0,4,3,0
2,0,1436.1455674536855,44,0,11,5,1
1,0,348.05434939249176,44,0,11,5,1
1,3,2674.057079662424,68,1,18,4,1
3,1,2475.983367280526,63,1,4,4,1
4,2,139.544893871395,41,1,13,2,1
0,2,1791.487069052591,47,0,5,4,1
2,3,2177.235049345541,39,1,19,2,1
4,1,2223.3838223544617,50,1,5,4,1
1,2,1745.9808423949878,59,0,12,2,0
4,1,2992.8598471384776,24,0,14,1,0
1,0,2164.9903246874965,63,1,19,5,1
3,4,400.2849482260812,37,0,1,2,0
1,1,2664.986427275884,25,1,14,4,1
2,1,155.61657012038728,51,0,1,5,1
2,4,659.9809448381277,34,1,15,5,1
3,2,2815.944889961036,59,1,3,4,1
0,2,142.64716327452422,37,0,5,3,0
2,1,901.968531697692,68,0,3,2,0
0,4,858.0376850149786,34,0,6,3,0
0,2,1261.283889611798,34,1,18,4,1
2,2,2029.466605507274,21,1,18,4,1
2,3,2465.596399895904,30,0,16,2,0
0,0,1542.9558240682031,68,0,8,2,0
3,0,526.2570290474013,26,0,7,3,0
3,1,383.24009003193146,31,0,1,1,0
1,3,1412.737874269773,56,0,17,5,1
0,1,776.3851432012927,40,0,14,4,1
3,4,643.1917722160845,38,1,17,1,1
3,2,2137.039239215625,54,0,16,3,0
3,3,2812.880471922702,54,0,8,1,0
4,1,1941.6379165958947,41,1,19,3,1
1,4,2315.9120533066944,40,1,13,4,1
0,1,2294.151431956482,40,1,13,2,1
0,0,1353.3695109500286,39,1,2,5,1
4,1,1417.1513198179775,52,0,9,2,0
2,2,1818.8094498303576,45,0,5,4,1
0,2,1441.3989678106948,62,1,11,3,1
4,3,661.1414865096407,68,1,6,5,1
2,0,753.6928406760233,51,0,5,1,0
4,1,2905.921222171201,27,0,12,4,0
4,4,516.2126207008623,33,1,12,4,1
1,0,1878.1716808806368,69,1,3,5,1
0,2,981.3065585488268,26,1,14,4,1
0,2,1805.6946261121825,69,1,2,4,1
2,4,1172.282078813817,45,1,11,2,1
1,3,541.5056116689241,36,1,18,4,1
0,0,169.1038428752331,40,1,7,1,1
4,2,2021.40983869849,68,0,17,1,0
0,1,2648.943941229762,36,0,18,5,1
4,1,1795.5462709669855,68,1,11,3,1
0,4,2482.254978038262,61,1,16,4,1
4,2,1284.96061144644,19,0,17,1,0
0,4,1914.8750969976163,54,0,6,5,1
1,3,1561.0698725947184,69,1,4,1,1
1,0,1601.7904587857486,68,1,17,3,1
1,3,154.11630760248008,63,0,8,4,1
2,2,776.471896760043,35,1,4,4,1
1,3,892.5060641563167,30,1,10,1,0
4,3,224.77793050733877,65,0,16,1,0
4,1,1316.0966001237368,59,0,14,2,0
3,0,2507.524687332751,22,1,5,3,0
0,2,1279.0314888665011,68,1,18,1,1
1,2,1652.3808388463133,35,0,9,3,0
0,3,276.3708566288815,30,0,1,3,0
1,4,1310.6482851945948,62,0,15,2,0
4,4,2260.466342839733,67,0,15,2,0
0,0,1048.6376642415194,46,1,13,5,1
2,2,273.703557087331,35,0,10,2,0
4,1,570.2820207862587,50,1,14,1,1
4,0,1006.1995722093612,21,0,19,5,0
4,4,1808.7491993090755,26,0,2,1,0
2,4,693.4659969637268,29,1,3,1,0
2,1,389.3043879985241,45,1,17,4,1
0,0,1244.0422701047237,25,1,2,3,0
2,4,898.4284352490367,40,1,11,3,1
2,1,885.9343281623514,64,0,8,2,0
3,4,2322.5733809726853,51,0,18,3,0
3,2,2871.559186992052,22,0,4,4,0
4,3,968.756118354532,31,0,5,2,0
2,0,2053.769217766654,56,1,2,5,1
0,1,2765.387071835744,32,0,9,2,0
1,3,693.5672849125501,37,0,12,5,1
4,2,2756.969902648719,18,1,11,4,1
2,2,476.0642663362874,64,1,19,3,1
1,0,1667.0874870970245,63,1,5,5,1
3,2,709.5118800259129,47,0,6,3,0
1,1,1020.3489153796784,63,1,6,5,1
2,3,1986.623588873324,21,1,4,1,0
0,3,705.2368507148441,24,1,3,1,0
2,2,2697.1352743814264,30,1,2,1,0
1,2,1554.6515259711257,54,0,15,1,0
2,4,2711.485205594479,48,1,12,3,1
0,4,2671.64950571314,51,1,4,1,1
0,0,1169.467595407954,23,0,8,5,0
2,2,669.0318584601335,18,0,13,4,0
2,3,411.2869635241644,60,1,14,3,1
3,0,2623.4352361001224,23,0,8,1,0
1,4,2244.691411484036,45,0,19,2,0
1,2,2359.319434673433,25,0,3,5,0
2,0,1776.8471213937132,60,1,16,3,1
4,4,1714.271741318427,29,1,2,4,1
4,3,237.1603243871832,51,0,4,1,0
3,3,1723.5062496827002,22,1,10,4,1
3,4,2962.751441864854,34,1,10,3,1
1,2,301.99591273096155,51,0,12,2,0
0,3,2179.6019901809004,48,1,1,3,1
3,0,2281.894044205648,31,1,17,4,1
3,3,122.17240101160913,36,0,4,4,1
4,4,2967.710055306009,61,0,11,5,1
3,4,2449.7479028959374,46,1,5,2,1
4,0,235.22043268289227,51,0,19,2,0
4,3,2093.04335460715,55,1,17,2,1
3,3,1139.4692854257785,44,1,16,4,1
4,2,2236.6921687547824,66,0,6,2,0
0,3,1853.1917194075256,20,0,1,3,0
3,3,1186.9832193118475,64,0,9,2,0
4,1,786.3090606934542,45,0,7,2,0
0,4,975.8871754556268,39,1,6,1,1
4,1,2680.1233405393264,26,0,14,3,0
1,0,2106.6771129059207,59,1,11,1,1
1,1,2597.378757268153,36,0,1,3,0
4,4,2274.638591397864,33,1,12,2,1
1,2,2398.014171867856,47,1,6,5,1
4,2,1678.1833628325735,63,1,4,3,1
1,1,2648.28902494187,66,1,13,4,1
4,1,2613.4410145848024,69,1,3,1,1
2,0,2986.5099957382195,20,0,17,5,0
2,1,205.742687528943,53,0,12,2,0
3,3,107.5044009038142,61,0,5,3,0
1,4,783.6417899622319,34,1,2,4,1
1,1,347.25627125580104,42,1,11,2,1
3,3,1502.0065340383042,44,1,19,5,1
3,1,1209.3245957169677,50,0,13,2,0
4,2,2218.8165824376065,61,0,3,3,0
1,1,1789.1494018551216,43,1,17,3,1
0,0,715.8403278421082,57,1,6,3,1
1,4,850.4800440527509,32,1,14,2,1
2,2,969.3000337029872,38,0,5,1,0
3,4,1208.4831917242348,51,0,12,5,1
2,4,550.2453211008278,32,0,9,4,1
4,0,1221.356907641264,48,0,3,2,0
2,1,1125.462793740288,22,1,6,3,0
1,1,290.7840762853681,64,1,9,1,1
0,4,2642.320919692609,29,0,5,5,0
0,4,120.42146608716313,32,1,2,3,1
3,4,979.3505398855556,42,0,11,1,0
2,1,2375.995137540836,33,0,5,3,0
1,2,798.6091409251461,35,1,16,1,1
2,4,1122.9486851979475,44,0,13,3,0
2,1,145.12401731266118,42,0,6,5,1
3,0,2237.8902773349214,37,0,9,2,0
1,2,667.6136968262864,24,0,10,2,0
0,4,1564.185023159779,44,0,14,3,0
2,1,2422.332067944581,18,1,8,5,1
0,0,461.43158970313647,21,0,3,3,0
1,3,1611.5221638065443,55,1,15,5,1
0,2,981.4364646977424,43,1,16,1,1
3,1,1630.3587260157683,60,0,17,5,1
4,3,1981.738809588118,49,1,8,1,1
3,3,1119.4645333404646,29,1,6,2,0
2,3,2360.862737544036,31,0,2,3,0
3,0,966.7844763994289,23,1,17,3,0
4,0,985.8486434889676,48,1,15,4,1
1,2,269.1148177514357,35,0,18,4,1
0,4,2410.0960765651607,64,0,10,3,0
2,2,897.2767571129802,30,0,19,3,0
2,4,244.23248901313383,19,0,5,5,0
2,4,1384.6161416301727,29,1,5,3,0
4,2,347.8293389812143,48,0,13,1,0
0,1,1311.90146388521,49,1,5,3,1
1,0,981.4218414867164,41,1,13,1,1
3,2,1870.1981273692768,62,0,16,5,1
0,4,1223.8300040733386,20,1,12,1,0
1,3,2976.4294588344787,26,1,5,1,0
0,1,2232.9113985655245,30,1,6,2,0
4,2,1912.2818314659448,19,1,5,2,0
0,4,2580.6652308845228,69,0,15,3,0
1,1,2279.4694436977884,22,0,4,3,0
0,0,2634.9979864723755,54,1,13,3,1
4,3,625.9669095594732,41,1,19,4,1
3,3,883.3360912171099,52,1,14,3,1
0,0,1271.6505591892587,63,0,8,4,1
0,0,1353.9571115852598,18,1,4,4,1
4,0,2673.7879255001703,35,0,18,3,0
3,0,233.65916215326317,32,1,2,1,1
1,2,1925.7109738117333,59,1,18,3,1
4,3,1487.6122751110336,32,1,7,1,1
2,2,1480.73392525892,60,1,13,1,1
4,4,1352.212019384466,65,0,9,5,1
3,4,1424.005250788212,28,0,7,2,0
1,0,475.7365667063892,40,0,10,2,0
1,3,1766.7317888153775,29,0,10,1,0
4,3,2019.4481003293668,65,1,17,2,1
0,0,1878.109912181928,60,1,11,1,1
2,2,2219.582119264945,28,1,10,5,1
2,4,1339.3757954217883,64,1,18,3,1
1,4,2207.380887453108,32,0,2,4,1
1,1,2906.423995319882,46,0,4,4,1
2,3,156.02363384746525,26,1,5,5,1
4,3,334.2827023721013,57,1,13,5,1
4,1,2329.579590779855,40,0,12,4,1
1,3,1982.0458800408528,63,1,8,3,1
0,0,1724.7129139334418,57,0,9,4,1
2,1,2604.491773642855,52,1,12,3,1
3,2,2526.186273100217,48,1,3,3,1
2,2,1995.0575920467415,22,1,15,2,0
0,3,2547.616654082781,29,0,4,3,0
3,4,1560.8437526705163,60,0,5,2,0
2,3,239.3329182922612,61,1,12,4,1
4,1,1315.5653438525314,28,0,19,3,0
4,2,2708.10797525532,58,1,1,3,1
0,3,1607.3681842834053,39,1,6,3,1
3,3,2675.3303448304428,51,0,11,5,1
0,2,2841.5730023026244,30,0,13,4,0
2,2,642.1068638755298,57,1,7,2,1
2,0,545.4379308123978,18,0,2,2,0
2,1,2634.377236845393,40,0,6,1,0
3,0,1053.161971334088,39,1,6,3,1
0,4,905.1225386990684,66,1,18,3,1
0,2,2978.6182660505683,52,0,6,2,0
1,2,2841.2417654559954,36,1,16,1,1
3,3,707.9384889865938,45,1,15,4,1
2,1,2143.868404300272,58,0,4,3,0
4,2,1153.2252423148325,27,0,18,3,0
1,2,1216.304171810128,41,1,15,1,1
2,4,1574.2823975733788,66,1,13,1,1
4,2,2262.153496851642,67,1,2,1,1
4,1,2996.6962796921057,47,0,11,3,0
3,0,414.4204786469938,52,0,12,3,0
1,4,1412.2185230239452,28,0,16,2,0
2,3,1914.8530915185484,24,0,9,4,0
3,3,1392.2859439130668,30,0,8,2,0
0,2,901.1326916013064,55,0,9,1,0
2,3,2718.113622264029,68,0,7,3,0
0,3,1504.0091229406205,55,1,17,4,1
1,2,1500.5681815196922,30,1,12,2,0
4,2,1334.7011547172133,66,1,16,2,1
4,0,1164.043140468791,20,1,18,3,0
0,0,1891.928737602363,54,0,16,2,0
4,1,557.7121429194742,53,1,18,5,1
1,4,759.7865164510453,63,0,16,5,1
1,1,321.1668735751632,21,0,15,4,0
4,4,185.5767918198997,19,1,15,1,0
1,3,1591.897414704537,31,1,1,3,1
0,3,2390.236379785739,34,1,17,5,1
2,2,2190.26857238786,20,0,11,4,0
2,3,2243.9576578976826,41,1,9,3,1
3,2,984.264416960859,32,0,9,3,0
2,1,2853.4608315691207,24,0,11,4,0
3,2,1585.1691289078549,53,0,3,3,0
4,3,1922.3280623028263,53,1,7,2,1
1,2,1576.8005558837697,47,0,19,2,0
3,4,1830.6451034206552,57,0,17,2,0
1,3,540.8034496306536,36,0,17,5,1
2,4,2999.520561728619,32,1,5,3,1
0,4,1257.0489733962402,65,1,12,5,1
1,0,2749.925174160115,41,1,13,2,1
4,1,2521.290857621211,45,1,14,5,1
1,1,2645.4902774981924,66,0,19,5,1
1,0,2760.80724937199,50,1,10,3,1
3,3,1127.6996517782432,62,0,7,5,1
4,1,2350.5017301180405,58,0,16,1,0
4,3,1491.2611738082342,64,1,3,2,1
4,2,2757.886739646301,32,0,10,5,1
3,2,914.2793763000806,28,1,5,3,0
4,4,517.9700674452087,50,1,6,3,1
3,4,2544.425765606229,59,0,16,4,1
3,0,1641.2336058697938,24,1,16,3,0
2,0,573.2707957905341,60,1,5,1,1
1,1,2940.63771156872,51,1,18,1,1
0,0,1580.259554680087,38,0,16,4,1
3,2,1895.695587274405,33,0,15,1,0
3,0,479.2771963482084,49,0,2,2,0
2,2,2766.669475845433,55,0,8,2,0
1,4,657.3970300106466,20,1,5,4,1
0,0,2345.7898522656337,29,1,7,4,1
2,4,407.1146314790813,40,0,7,5,1
1,0,2913.851903902346,19,1,11,3,0
2,1,812.3394075637314,55,1,6,5,1
3,1,301.17488195633007,33,0,15,4,1
1,4,2949.50922669019,65,1,7,5,1
0,3,261.16186146554054,61,1,9,3,1
1,4,1531.4221972889702,31,1,19,4,1
3,4,2450.632550940498,31,0,4,2,0
2,1,2586.579350650619,53,1,19,4,1
3,2,155.43958842914915,39,0,12,5,1
3,4,1097.7244758455768,41,1,9,5,1
1,3,2957.249566329891,63,1,10,2,1
0,2,673.8236232953664,65,0,15,4,1
4,4,2753.2207827972074,45,0,5,5,1
4,0,621.3182310447063,61,0,8,2,0
4,3,1381.6541129714174,22,1,11,5,1
